SID,outcome,group,time
12214,lonely,psychological,time
12214,lonely,situation,no time
12214,lonely,situation,time
12214,pain,behavior,no time
12214,pain,behavior,time
12214,pain,full,time
12214,pain,psychological,no time
12214,pain,psychological,time
12214,pain,situation,no time
12214,pain,situation,time
12215,lonely,behavior,no time
12215,lonely,behavior,time
12215,lonely,full,time
12215,lonely,psychological,no time
12215,lonely,psychological,time
12215,lonely,situation,no time
12215,lonely,situation,time
12215,pain,behavior,no time
12215,pain,behavior,time
12215,pain,full,time
12215,pain,psychological,no time
12215,pain,psychological,time
12215,pain,situation,no time
12215,pain,situation,time
12217,lonely,behavior,no time
12217,lonely,behavior,time
12217,lonely,full,time
12217,lonely,psychological,no time
12217,lonely,psychological,time
12217,lonely,situation,no time
12217,lonely,situation,time
12217,pain,behavior,no time
12217,pain,behavior,time
12217,pain,full,time
12217,pain,psychological,no time
12217,pain,psychological,time
12217,pain,situation,no time
12217,pain,situation,time
12218,lonely,behavior,no time
12218,lonely,behavior,time
12218,lonely,full,time
12218,lonely,psychological,no time
12218,lonely,psychological,time
12218,lonely,situation,no time
12218,lonely,situation,time
12218,pain,behavior,no time
12218,pain,behavior,time
12218,pain,full,time
12218,pain,psychological,no time
12218,pain,psychological,time
12218,pain,situation,no time
12218,pain,situation,time
12219,lonely,behavior,no time
12219,lonely,behavior,time
12219,lonely,full,time
12219,lonely,psychological,no time
12219,lonely,psychological,time
12219,lonely,situation,no time
12219,lonely,situation,time
12219,pain,behavior,no time
12219,pain,behavior,time
12219,pain,full,time
12219,pain,psychological,no time
12219,pain,psychological,time
12219,pain,situation,no time
12219,pain,situation,time
12220,lonely,behavior,no time
12220,lonely,behavior,time
12220,lonely,full,time
12220,lonely,psychological,no time
12220,lonely,psychological,time
12220,lonely,situation,no time
12220,lonely,situation,time
12220,pain,behavior,no time
12220,pain,behavior,time
12220,pain,full,time
12220,pain,psychological,no time
12220,pain,psychological,time
12220,pain,situation,no time
12220,pain,situation,time
12222,lonely,behavior,no time
12222,lonely,behavior,time
12222,lonely,full,time
12222,lonely,psychological,no time
12222,lonely,psychological,time
12222,lonely,situation,no time
12222,lonely,situation,time
12222,pain,behavior,no time
12222,pain,behavior,time
12222,pain,full,time
12222,pain,psychological,no time
12222,pain,psychological,time
12222,pain,situation,no time
12222,pain,situation,time
12223,lonely,behavior,no time
12223,lonely,psychological,no time
12223,lonely,situation,no time
12223,pain,behavior,no time
12223,pain,psychological,no time
12223,pain,situation,no time
12226,lonely,behavior,no time
12226,lonely,behavior,time
12226,lonely,full,time
12226,lonely,psychological,no time
12226,lonely,psychological,time
12226,lonely,situation,no time
12226,lonely,situation,time
12226,pain,behavior,no time
12226,pain,behavior,time
12226,pain,full,time
12226,pain,psychological,no time
12226,pain,psychological,time
12226,pain,situation,no time
12226,pain,situation,time
12227,lonely,behavior,no time
12227,lonely,behavior,time
12227,lonely,full,time
12227,lonely,psychological,no time
12227,lonely,psychological,time
12227,lonely,situation,no time
12227,lonely,situation,time
12227,pain,behavior,no time
12227,pain,behavior,time
12227,pain,full,time
12227,pain,psychological,no time
12227,pain,psychological,time
12227,pain,situation,no time
12227,pain,situation,time
12228,lonely,behavior,no time
12228,lonely,behavior,time
12228,lonely,full,time
12228,lonely,psychological,no time
12228,lonely,psychological,time
12228,lonely,situation,no time
12228,lonely,situation,time
12228,pain,behavior,no time
12228,pain,behavior,time
12228,pain,full,time
12228,pain,psychological,no time
12228,pain,psychological,time
12228,pain,situation,no time
12228,pain,situation,time
12229,lonely,behavior,no time
12229,lonely,behavior,time
12229,lonely,full,time
12229,lonely,psychological,no time
12229,lonely,psychological,time
12229,lonely,situation,no time
12229,lonely,situation,time
12229,pain,behavior,no time
12229,pain,behavior,time
12229,pain,full,time
12229,pain,psychological,no time
12229,pain,psychological,time
12229,pain,situation,no time
12229,pain,situation,time
12231,lonely,behavior,no time
12231,lonely,behavior,time
12231,lonely,full,time
12231,lonely,psychological,no time
12231,lonely,psychological,time
12231,lonely,situation,no time
12231,lonely,situation,time
12231,pain,behavior,no time
12231,pain,behavior,time
12231,pain,full,time
12231,pain,psychological,no time
12231,pain,psychological,time
12231,pain,situation,no time
12231,pain,situation,time
12232,lonely,behavior,no time
12232,lonely,behavior,time
12232,lonely,full,time
12232,lonely,psychological,no time
12232,lonely,psychological,time
12232,lonely,situation,no time
12232,lonely,situation,time
12232,pain,behavior,no time
12232,pain,behavior,time
12232,pain,full,time
12232,pain,psychological,no time
12232,pain,psychological,time
12232,pain,situation,no time
12232,pain,situation,time
12233,lonely,behavior,no time
12233,lonely,behavior,time
12233,lonely,full,time
12233,lonely,psychological,no time
12233,lonely,psychological,time
12233,lonely,situation,no time
12233,lonely,situation,time
12233,pain,behavior,no time
12233,pain,behavior,time
12233,pain,full,time
12233,pain,psychological,no time
12233,pain,psychological,time
12233,pain,situation,no time
12233,pain,situation,time
12234,lonely,behavior,no time
12234,lonely,behavior,time
12234,lonely,full,time
12234,lonely,psychological,no time
12234,lonely,psychological,time
12234,lonely,situation,no time
12234,lonely,situation,time
12234,pain,behavior,no time
12234,pain,behavior,time
12234,pain,full,time
12234,pain,psychological,no time
12234,pain,psychological,time
12234,pain,situation,no time
12234,pain,situation,time
12236,lonely,behavior,no time
12236,lonely,behavior,time
12236,lonely,full,time
12236,lonely,psychological,no time
12236,lonely,psychological,time
12236,lonely,situation,no time
12236,lonely,situation,time
12236,pain,behavior,no time
12236,pain,behavior,time
12236,pain,full,time
12236,pain,psychological,no time
12236,pain,psychological,time
12236,pain,situation,no time
12236,pain,situation,time
12237,lonely,behavior,no time
12237,lonely,behavior,time
12237,lonely,full,time
12237,lonely,psychological,no time
12237,lonely,psychological,time
12237,lonely,situation,no time
12237,lonely,situation,time
12237,pain,behavior,no time
12237,pain,behavior,time
12237,pain,full,time
12237,pain,psychological,no time
12237,pain,psychological,time
12237,pain,situation,no time
12237,pain,situation,time
12238,lonely,behavior,no time
12238,lonely,behavior,time
12238,lonely,full,time
12238,lonely,psychological,no time
12238,lonely,psychological,time
12238,lonely,situation,no time
12238,lonely,situation,time
12238,pain,behavior,no time
12238,pain,behavior,time
12238,pain,full,time
12238,pain,psychological,no time
12238,pain,psychological,time
12238,pain,situation,no time
12238,pain,situation,time
12239,lonely,behavior,no time
12239,lonely,behavior,time
12239,lonely,full,time
12239,lonely,psychological,no time
12239,lonely,psychological,time
12239,lonely,situation,no time
12239,lonely,situation,time
12239,pain,behavior,no time
12239,pain,behavior,time
12239,pain,full,time
12239,pain,psychological,no time
12239,pain,psychological,time
12239,pain,situation,no time
12239,pain,situation,time
12240,lonely,behavior,no time
12240,lonely,behavior,time
12240,lonely,full,time
12240,lonely,psychological,no time
12240,lonely,psychological,time
12240,lonely,situation,no time
12240,lonely,situation,time
12240,pain,behavior,no time
12240,pain,behavior,time
12240,pain,full,time
12240,pain,psychological,no time
12240,pain,psychological,time
12240,pain,situation,no time
12240,pain,situation,time
12241,lonely,behavior,no time
12241,lonely,behavior,time
12241,lonely,full,time
12241,lonely,psychological,no time
12241,lonely,psychological,time
12241,lonely,situation,no time
12241,lonely,situation,time
12241,pain,behavior,no time
12241,pain,behavior,time
12241,pain,full,time
12241,pain,psychological,no time
12241,pain,psychological,time
12241,pain,situation,no time
12241,pain,situation,time
12242,lonely,behavior,no time
12242,lonely,behavior,time
12242,lonely,full,time
12242,lonely,psychological,no time
12242,lonely,psychological,time
12242,lonely,situation,no time
12242,lonely,situation,time
12242,pain,behavior,no time
12242,pain,behavior,time
12242,pain,full,time
12242,pain,psychological,no time
12242,pain,psychological,time
12242,pain,situation,no time
12242,pain,situation,time
12243,lonely,behavior,no time
12243,lonely,behavior,time
12243,lonely,full,time
12243,lonely,psychological,no time
12243,lonely,psychological,time
12243,lonely,situation,no time
12243,lonely,situation,time
12243,pain,behavior,no time
12243,pain,behavior,time
12243,pain,full,time
12243,pain,psychological,no time
12243,pain,psychological,time
12243,pain,situation,no time
12243,pain,situation,time
12244,lonely,behavior,no time
12244,lonely,behavior,time
12244,lonely,full,time
12244,lonely,psychological,no time
12244,lonely,psychological,time
12244,lonely,situation,no time
12244,lonely,situation,time
12244,pain,behavior,no time
12244,pain,behavior,time
12244,pain,full,time
12244,pain,psychological,no time
12244,pain,psychological,time
12244,pain,situation,no time
12244,pain,situation,time
12245,lonely,behavior,no time
12245,lonely,behavior,time
12245,lonely,full,time
12245,lonely,psychological,no time
12245,lonely,psychological,time
12245,lonely,situation,no time
12245,lonely,situation,time
12245,pain,behavior,no time
12245,pain,behavior,time
12245,pain,full,time
12245,pain,psychological,no time
12245,pain,psychological,time
12245,pain,situation,no time
12245,pain,situation,time
12246,lonely,behavior,no time
12246,lonely,behavior,time
12246,lonely,full,time
12246,lonely,psychological,no time
12246,lonely,psychological,time
12246,lonely,situation,no time
12246,lonely,situation,time
12246,pain,behavior,no time
12246,pain,behavior,time
12246,pain,full,time
12246,pain,psychological,no time
12246,pain,psychological,time
12246,pain,situation,no time
12246,pain,situation,time
12247,lonely,behavior,no time
12247,lonely,behavior,time
12247,lonely,full,time
12247,lonely,psychological,no time
12247,lonely,psychological,time
12247,lonely,situation,no time
12247,lonely,situation,time
12247,pain,behavior,no time
12247,pain,behavior,time
12247,pain,full,time
12247,pain,psychological,no time
12247,pain,psychological,time
12247,pain,situation,no time
12247,pain,situation,time
12248,lonely,behavior,no time
12248,lonely,behavior,time
12248,lonely,full,time
12248,lonely,psychological,no time
12248,lonely,psychological,time
12248,lonely,situation,no time
12248,lonely,situation,time
12248,pain,behavior,no time
12248,pain,behavior,time
12248,pain,full,time
12248,pain,psychological,no time
12248,pain,psychological,time
12248,pain,situation,no time
12248,pain,situation,time
12251,lonely,behavior,no time
12251,lonely,behavior,time
12251,lonely,full,time
12251,lonely,psychological,no time
12251,lonely,psychological,time
12251,lonely,situation,no time
12251,lonely,situation,time
12251,pain,behavior,no time
12251,pain,behavior,time
12251,pain,full,time
12251,pain,psychological,no time
12251,pain,psychological,time
12251,pain,situation,no time
12251,pain,situation,time
12252,lonely,behavior,no time
12252,lonely,behavior,time
12252,lonely,full,time
12252,lonely,psychological,no time
12252,lonely,psychological,time
12252,lonely,situation,no time
12252,lonely,situation,time
12252,pain,behavior,no time
12252,pain,behavior,time
12252,pain,full,time
12252,pain,psychological,no time
12252,pain,psychological,time
12252,pain,situation,no time
12252,pain,situation,time
12254,lonely,behavior,no time
12254,lonely,behavior,time
12254,lonely,full,time
12254,lonely,psychological,no time
12254,lonely,psychological,time
12254,lonely,situation,no time
12254,lonely,situation,time
12254,pain,behavior,no time
12254,pain,behavior,time
12254,pain,full,time
12254,pain,psychological,no time
12254,pain,psychological,time
12254,pain,situation,no time
12254,pain,situation,time
12256,lonely,behavior,no time
12256,lonely,behavior,time
12256,lonely,full,time
12256,lonely,psychological,no time
12256,lonely,psychological,time
12256,lonely,situation,no time
12256,lonely,situation,time
12256,pain,behavior,no time
12256,pain,behavior,time
12256,pain,full,time
12256,pain,situation,no time
12256,pain,situation,time
12257,lonely,behavior,no time
12257,lonely,behavior,time
12257,lonely,full,time
12257,lonely,psychological,no time
12257,lonely,psychological,time
12257,lonely,situation,no time
12257,lonely,situation,time
12257,pain,behavior,no time
12257,pain,behavior,time
12257,pain,full,time
12257,pain,psychological,no time
12257,pain,psychological,time
12257,pain,situation,no time
12257,pain,situation,time
12258,lonely,behavior,no time
12258,lonely,behavior,time
12258,lonely,full,time
12258,lonely,psychological,no time
12258,lonely,psychological,time
12258,lonely,situation,no time
12258,lonely,situation,time
12258,pain,behavior,no time
12258,pain,behavior,time
12258,pain,full,time
12258,pain,psychological,no time
12258,pain,psychological,time
12258,pain,situation,no time
12258,pain,situation,time
12259,lonely,behavior,no time
12259,lonely,behavior,time
12259,lonely,full,time
12259,lonely,psychological,no time
12259,lonely,psychological,time
12259,lonely,situation,no time
12259,lonely,situation,time
12259,pain,behavior,no time
12259,pain,behavior,time
12259,pain,full,time
12259,pain,psychological,no time
12259,pain,psychological,time
12259,pain,situation,no time
12259,pain,situation,time
12260,lonely,behavior,no time
12260,lonely,behavior,time
12260,lonely,full,time
12260,lonely,psychological,no time
12260,lonely,psychological,time
12260,lonely,situation,no time
12260,lonely,situation,time
12260,pain,behavior,no time
12260,pain,behavior,time
12260,pain,full,time
12260,pain,psychological,no time
12260,pain,psychological,time
12260,pain,situation,no time
12260,pain,situation,time
12264,lonely,behavior,no time
12264,lonely,behavior,time
12264,lonely,full,time
12264,lonely,psychological,no time
12264,lonely,psychological,time
12264,lonely,situation,no time
12264,lonely,situation,time
12264,pain,behavior,no time
12264,pain,behavior,time
12264,pain,full,time
12264,pain,psychological,no time
12264,pain,psychological,time
12264,pain,situation,no time
12264,pain,situation,time
12267,pain,behavior,no time
12267,pain,behavior,time
12267,pain,full,time
12267,pain,psychological,no time
12267,pain,psychological,time
12267,pain,situation,no time
12267,pain,situation,time
12270,lonely,behavior,no time
12270,lonely,behavior,time
12270,lonely,full,time
12270,lonely,psychological,no time
12270,lonely,psychological,time
12270,lonely,situation,no time
12270,lonely,situation,time
12270,pain,behavior,no time
12270,pain,behavior,time
12270,pain,full,time
12270,pain,psychological,no time
12270,pain,psychological,time
12270,pain,situation,no time
12270,pain,situation,time
12271,lonely,behavior,no time
12271,lonely,behavior,time
12271,lonely,full,time
12271,lonely,psychological,no time
12271,lonely,psychological,time
12271,lonely,situation,no time
12271,lonely,situation,time
12271,pain,behavior,no time
12271,pain,behavior,time
12271,pain,full,time
12271,pain,psychological,no time
12271,pain,psychological,time
12271,pain,situation,no time
12271,pain,situation,time
12272,lonely,behavior,no time
12272,lonely,behavior,time
12272,lonely,full,time
12272,lonely,psychological,no time
12272,lonely,psychological,time
12272,lonely,situation,no time
12272,lonely,situation,time
12272,pain,behavior,no time
12272,pain,behavior,time
12272,pain,full,time
12272,pain,psychological,no time
12272,pain,psychological,time
12272,pain,situation,no time
12272,pain,situation,time
12273,lonely,behavior,no time
12273,lonely,behavior,time
12273,lonely,full,time
12273,lonely,psychological,no time
12273,lonely,psychological,time
12273,lonely,situation,no time
12273,lonely,situation,time
12273,pain,behavior,no time
12273,pain,behavior,time
12273,pain,full,time
12273,pain,psychological,no time
12273,pain,psychological,time
12273,pain,situation,no time
12273,pain,situation,time
12274,lonely,behavior,no time
12274,lonely,behavior,time
12274,lonely,full,time
12274,lonely,psychological,no time
12274,lonely,psychological,time
12274,lonely,situation,no time
12274,lonely,situation,time
12274,pain,behavior,no time
12274,pain,behavior,time
12274,pain,full,time
12274,pain,psychological,no time
12274,pain,psychological,time
12274,pain,situation,no time
12274,pain,situation,time
12275,lonely,behavior,no time
12275,lonely,behavior,time
12275,lonely,full,time
12275,lonely,psychological,no time
12275,lonely,psychological,time
12275,lonely,situation,no time
12275,lonely,situation,time
12275,pain,behavior,no time
12275,pain,behavior,time
12275,pain,full,time
12275,pain,psychological,no time
12275,pain,psychological,time
12275,pain,situation,no time
12275,pain,situation,time
12276,lonely,behavior,no time
12276,lonely,behavior,time
12276,lonely,full,time
12276,lonely,psychological,no time
12276,lonely,psychological,time
12276,lonely,situation,no time
12276,lonely,situation,time
12276,pain,behavior,no time
12276,pain,behavior,time
12276,pain,full,time
12276,pain,psychological,no time
12276,pain,psychological,time
12276,pain,situation,no time
12276,pain,situation,time
12277,lonely,behavior,no time
12277,lonely,behavior,time
12277,lonely,full,time
12277,lonely,psychological,no time
12277,lonely,psychological,time
12277,lonely,situation,no time
12277,lonely,situation,time
12277,pain,behavior,no time
12277,pain,behavior,time
12277,pain,full,time
12277,pain,psychological,no time
12277,pain,psychological,time
12277,pain,situation,no time
12277,pain,situation,time
12278,lonely,behavior,no time
12278,lonely,behavior,time
12278,lonely,full,time
12278,lonely,psychological,no time
12278,lonely,psychological,time
12278,lonely,situation,no time
12278,lonely,situation,time
12278,pain,behavior,no time
12278,pain,behavior,time
12278,pain,full,time
12278,pain,psychological,no time
12278,pain,psychological,time
12278,pain,situation,no time
12278,pain,situation,time
12281,lonely,behavior,no time
12281,lonely,behavior,time
12281,lonely,full,time
12281,lonely,psychological,no time
12281,lonely,psychological,time
12281,lonely,situation,no time
12281,lonely,situation,time
12281,pain,behavior,no time
12281,pain,behavior,time
12281,pain,full,time
12281,pain,psychological,no time
12281,pain,psychological,time
12281,pain,situation,no time
12281,pain,situation,time
12282,lonely,behavior,no time
12282,lonely,behavior,time
12282,lonely,full,time
12282,lonely,psychological,no time
12282,lonely,psychological,time
12282,lonely,situation,no time
12282,lonely,situation,time
12282,pain,behavior,no time
12282,pain,behavior,time
12282,pain,full,time
12282,pain,psychological,no time
12282,pain,psychological,time
12282,pain,situation,no time
12282,pain,situation,time
12283,lonely,behavior,no time
12283,lonely,behavior,time
12283,lonely,full,time
12283,lonely,psychological,no time
12283,lonely,psychological,time
12283,lonely,situation,no time
12283,lonely,situation,time
12283,pain,behavior,no time
12283,pain,behavior,time
12283,pain,full,time
12283,pain,psychological,no time
12283,pain,psychological,time
12283,pain,situation,no time
12283,pain,situation,time
12284,lonely,behavior,no time
12284,lonely,behavior,time
12284,lonely,full,time
12284,lonely,psychological,no time
12284,lonely,psychological,time
12284,lonely,situation,no time
12284,lonely,situation,time
12284,pain,behavior,no time
12284,pain,behavior,time
12284,pain,full,time
12284,pain,psychological,no time
12284,pain,psychological,time
12284,pain,situation,no time
12284,pain,situation,time
12285,lonely,behavior,no time
12285,lonely,behavior,time
12285,lonely,full,time
12285,lonely,psychological,no time
12285,lonely,psychological,time
12285,lonely,situation,no time
12285,lonely,situation,time
12285,pain,behavior,no time
12285,pain,behavior,time
12285,pain,full,time
12285,pain,psychological,no time
12285,pain,psychological,time
12285,pain,situation,no time
12285,pain,situation,time
12286,lonely,behavior,no time
12286,lonely,behavior,time
12286,lonely,full,time
12286,lonely,psychological,no time
12286,lonely,psychological,time
12286,lonely,situation,no time
12286,lonely,situation,time
12286,pain,behavior,no time
12286,pain,behavior,time
12286,pain,full,time
12286,pain,psychological,no time
12286,pain,psychological,time
12286,pain,situation,no time
12286,pain,situation,time
12287,pain,behavior,no time
12287,pain,behavior,time
12287,pain,full,time
12287,pain,psychological,no time
12287,pain,psychological,time
12287,pain,situation,no time
12287,pain,situation,time
12289,lonely,behavior,no time
12289,lonely,behavior,time
12289,lonely,full,time
12289,lonely,psychological,no time
12289,lonely,psychological,time
12289,lonely,situation,no time
12289,lonely,situation,time
12289,pain,behavior,no time
12289,pain,behavior,time
12289,pain,full,time
12289,pain,psychological,no time
12289,pain,psychological,time
12289,pain,situation,no time
12289,pain,situation,time
12290,lonely,behavior,no time
12290,lonely,behavior,time
12290,lonely,full,time
12290,lonely,psychological,no time
12290,lonely,psychological,time
12290,lonely,situation,no time
12290,lonely,situation,time
12290,pain,behavior,no time
12290,pain,behavior,time
12290,pain,full,time
12290,pain,psychological,no time
12290,pain,psychological,time
12290,pain,situation,no time
12290,pain,situation,time
12294,lonely,behavior,no time
12294,lonely,behavior,time
12294,lonely,full,time
12294,lonely,psychological,no time
12294,lonely,psychological,time
12294,lonely,situation,no time
12294,lonely,situation,time
12294,pain,behavior,no time
12294,pain,behavior,time
12294,pain,full,time
12294,pain,psychological,no time
12294,pain,psychological,time
12294,pain,situation,no time
12294,pain,situation,time
12295,lonely,behavior,no time
12295,lonely,behavior,time
12295,lonely,full,time
12295,lonely,psychological,no time
12295,lonely,psychological,time
12295,lonely,situation,no time
12295,lonely,situation,time
12295,pain,behavior,no time
12295,pain,behavior,time
12295,pain,full,time
12295,pain,psychological,no time
12295,pain,psychological,time
12295,pain,situation,no time
12295,pain,situation,time
12296,lonely,behavior,no time
12296,lonely,behavior,time
12296,lonely,full,time
12296,lonely,psychological,no time
12296,lonely,psychological,time
12296,lonely,situation,no time
12296,lonely,situation,time
12296,pain,behavior,no time
12296,pain,behavior,time
12296,pain,full,time
12296,pain,psychological,no time
12296,pain,psychological,time
12296,pain,situation,no time
12296,pain,situation,time
12297,lonely,behavior,no time
12297,lonely,behavior,time
12297,lonely,full,time
12297,lonely,psychological,no time
12297,lonely,psychological,time
12297,lonely,situation,no time
12297,lonely,situation,time
12297,pain,behavior,no time
12297,pain,behavior,time
12297,pain,full,time
12297,pain,psychological,no time
12297,pain,psychological,time
12297,pain,situation,no time
12297,pain,situation,time
12299,lonely,behavior,no time
12299,lonely,behavior,time
12299,lonely,full,time
12299,lonely,psychological,no time
12299,lonely,psychological,time
12299,lonely,situation,no time
12299,lonely,situation,time
12299,pain,behavior,no time
12299,pain,behavior,time
12299,pain,full,time
12299,pain,psychological,no time
12299,pain,psychological,time
12299,pain,situation,no time
12299,pain,situation,time
12300,lonely,behavior,no time
12300,lonely,behavior,time
12300,lonely,full,time
12300,lonely,psychological,no time
12300,lonely,psychological,time
12300,lonely,situation,no time
12300,lonely,situation,time
12300,pain,behavior,no time
12300,pain,behavior,time
12300,pain,full,time
12300,pain,psychological,no time
12300,pain,psychological,time
12300,pain,situation,no time
12300,pain,situation,time
12302,lonely,behavior,no time
12302,lonely,behavior,time
12302,lonely,full,time
12302,lonely,psychological,no time
12302,lonely,psychological,time
12302,lonely,situation,no time
12302,lonely,situation,time
12302,pain,behavior,no time
12302,pain,behavior,time
12302,pain,full,time
12302,pain,psychological,no time
12302,pain,psychological,time
12302,pain,situation,no time
12302,pain,situation,time
12303,lonely,behavior,no time
12303,lonely,behavior,time
12303,lonely,full,time
12303,lonely,psychological,no time
12303,lonely,psychological,time
12303,lonely,situation,no time
12303,lonely,situation,time
12303,pain,behavior,no time
12303,pain,behavior,time
12303,pain,full,time
12303,pain,psychological,no time
12303,pain,psychological,time
12303,pain,situation,no time
12303,pain,situation,time
12305,lonely,behavior,no time
12305,lonely,behavior,time
12305,lonely,full,time
12305,lonely,psychological,no time
12305,lonely,psychological,time
12305,lonely,situation,no time
12305,lonely,situation,time
12305,pain,behavior,no time
12305,pain,behavior,time
12305,pain,full,time
12305,pain,psychological,no time
12305,pain,psychological,time
12305,pain,situation,no time
12305,pain,situation,time
12306,lonely,behavior,no time
12306,lonely,behavior,time
12306,lonely,full,time
12306,lonely,psychological,no time
12306,lonely,psychological,time
12306,lonely,situation,no time
12306,lonely,situation,time
12306,pain,behavior,no time
12306,pain,behavior,time
12306,pain,full,time
12306,pain,psychological,no time
12306,pain,psychological,time
12306,pain,situation,no time
12306,pain,situation,time
12310,lonely,behavior,no time
12310,lonely,behavior,time
12310,lonely,full,time
12310,lonely,psychological,no time
12310,lonely,psychological,time
12310,lonely,situation,no time
12310,lonely,situation,time
12310,pain,behavior,no time
12310,pain,behavior,time
12310,pain,full,time
12310,pain,psychological,no time
12310,pain,psychological,time
12310,pain,situation,no time
12310,pain,situation,time
12313,lonely,behavior,no time
12313,lonely,behavior,time
12313,lonely,full,time
12313,lonely,situation,no time
12313,lonely,situation,time
12313,pain,behavior,no time
12313,pain,behavior,time
12313,pain,full,time
12313,pain,situation,no time
12313,pain,situation,time
12315,lonely,behavior,no time
12315,lonely,behavior,time
12315,lonely,full,time
12315,lonely,psychological,no time
12315,lonely,psychological,time
12315,lonely,situation,no time
12315,lonely,situation,time
12315,pain,behavior,no time
12315,pain,behavior,time
12315,pain,full,time
12315,pain,psychological,no time
12315,pain,psychological,time
12315,pain,situation,no time
12315,pain,situation,time
6075,lonely,behavior,no time
6075,lonely,behavior,time
6075,lonely,full,time
6075,lonely,psychological,no time
6075,lonely,psychological,time
6075,lonely,situation,no time
6075,lonely,situation,time
6075,pain,behavior,no time
6075,pain,behavior,time
6075,pain,full,time
6075,pain,psychological,no time
6075,pain,psychological,time
6075,pain,situation,no time
6075,pain,situation,time
8779,lonely,behavior,no time
8779,lonely,behavior,time
8779,lonely,full,time
8779,lonely,psychological,no time
8779,lonely,psychological,time
8779,lonely,situation,no time
8779,lonely,situation,time
8779,pain,behavior,no time
8779,pain,behavior,time
8779,pain,full,time
8779,pain,psychological,no time
8779,pain,psychological,time
8779,pain,situation,no time
8779,pain,situation,time
